Date (GMT),Job Link,19,Property name,Property address,Property details,Property description,Property amenities,Other instructions,Sleeping arrangements,Rate,Currency
2023-05-19 18:00:22,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/944ed39d-4d31-49d2-b707-30bbd06bcb92,https://53degreesproperty.bookeddirectly.com/g/chester/stylish-2-bed-city-centre-cottage-in-chester-%257C-53-degrees-property-%257C-ideal-for-groups---sleeps-6/139439?number_of_guests=1,Stylish 2-Bed City-Centre Cottage in Chester | 53 Degrees Property | Ideal for Groups - Sleeps 6,"38 Walter Street, Chester",2 bedrooms 4 beds 6 guests 1 bathroom,"Introducing 58 Walter Street presented by 53 Degrees Property! A Stylish & Modern 2-bed house located in the heart of Chester.

✓ FREE Wifi
✓ Amazing location
✓ Ideal for families
✓ Beds can be configured to sleep up to 6 guests
✓ Smart TV with Netflix
✓ Fully equipped kitchen
✓ Parking nearby
✓ Stringent cleaning protocol

We pride ourselves on a smooth booking/check-in process. As such, Constant communication with our team is available!

BED CONFIGURATION:
Bedroom 1 is a large Super King, and Bedroom 2 is an additional Super-King. Both rooms can be reconfigured as you like, with a super-king or two comfortable singles.

KEY FEATURES
- FREE Parking on Weekends, Paid parking during the weeks for a small fee.
- SMART TV in the living room
- Stringent Deep Cleaning
- Netflix & Youtube
- Sofa Bed
- Long-stay discounts

LIVING AREAS:
The house benefits from a large living space equipped with a sofa bed, a 40-inch SMART TV with Netflix, and plenty of space to sit down and relax.

DINING AREAS:
The dining table seats up to 6 people and is ideal for a sit-down meal in the evening.

KITCHEN/COOKING FACILITIES:
The kitchen is equipped with all the essentials needed to cook an array of meals whilst away in Chester. There is a gas hob, oven, fridge/freezer, microwave, dishwasher & washer/dryer.

BATHROOMS/TOILETS:
There is one bathroom on the property which is equipped with a bath, overhead shower, toilet, and sink located at the back of the kitchen.

All 53 Degrees Property Short lets benefit from enhanced cleaning with spacious living areas and fully equipped kitchens.

Not only this, we offer a clean workspace and FREE Wi-Fi for your entire stay. So if you are a key worker, Contractor, or business traveler. We have the perfect environment for your stay with us.

We operate on self-check-in/out so you can come and go as you please.

Any questions or queries, the 24hr 53 Degrees Property team are always happy to help.

We want to make your stay as hassle-free as possible. We can be contacted via Airbnb or by email & phone 24/7.

The charming Tudor-style rows of inner Chester are one part of the charismatic sphere the city creates. Cobbled streets with double-level shopping are what makes Chester so unique to the world-boasting independent boutiques, galleries, and high street favorites scattered throughout. Within a matter of miles, why not take a short trip to Cheshire Oaks Designer Outlet, Liverpool, or Manchester for high-end, designer finds?

Quirky and vibrant, Chester offers some of the North West’s best restaurants, independent coffee shops, and bustling bars. Whether you prefer an award-winning dining experience or some tasty, homely grub; there are so many options across Chester and its suburbs to find a totally traditional or oddly offbeat menu to suit your taste!

How about joining the Cheshire elite at Britain’s oldest racecourse, the Roodee, for an unforgettable day or evening at the Races? First opening in 1539, the Roodee racecourse is a fabulous location to watch Horse racing or Polo, mingle with some famous faces, and sip on some of the finest champagne at the ‘jewel of Chester’s crown.’ Races run annually from Spring-Autumn.

When getting from the property to Chester, as with any city, it’s always best to go in by foot as finding parking can always be a struggle.

Luckily for you, the property is in the ideal location and parking can be found as per the check-in instructions.

Just park up, leave your car there, and stroll into the beautiful city that is Chester. Chester also has a great taxi service if you're looking to go further afield.

BED CONFIGURATION:
Bedroom 1 is a large Super King, and Bedroom 2 is an additional Super King. Both rooms can be reconfigured as you like, with a super-king or two comfortable singles.

RULES:
*This property is not suitable for parties!

*This is a breach of house rules & will result in immediate removal from the property via security and no refund, your deposit may be used towards extra costs in removing you. This house is in a quiet area, so after 10 pm, the quiet times are to be respected.

*We have a strict NO-SMOKING indoors policy at our properties. A standard charge of £1000 will be charged to your card when we find evidence of smoking within the accommodation to cover cleaning costs and long-lasting damage on the property.

*Any loud music, parties, and smoking indoors will also result in immediate removal from the accommodation as we will be highlighted via our noise and air monitoring systems located in the property.

*For stays longer than a week, additional housekeeping can be arranged for a further fee.

We require completion of our reservation form which includes an agreement to our T&Cs, provision of a government-issued photo ID, and a card pre-authorisation of £200 for potential damage, loss or lack of adherence to our T&Cs. We will not charge an amount from the £200 unless upon checkout there is evidence of damage, loss, or lack of adherence to our T&Cs.

EXTRAS:
If you require an extra night or wish to extend your booking, please contact us as soon as possible so that we can make sure the dates are available and book you in.

Need a late check-out? Send us a message & we can arrange it for you for a small charge.

PARKING:
The property benefits from on-street parking outside the house which is free on weekends when you use the supplied visitors' day permits (PLEASE NOTE: we will not take any responsibility for guests that get tickets because of not displaying these permits correctly).

You can also park on any nearby roads or the car park at the end of the road for a small fee as detailed on the check-in instructions.

During the week, we suggest using the pay and display at the end of the road for a small fee.","Oven
Microwave
Toaster
Coffee Maker
Dishes & Utensils
Dishwasher
Kitchen
Pantry Items
Refrigerator
Stove
Internet
Heating
Washing Machine
Clothes Dryer
Linens Provided
Towels Provided
Parking
Paid parking off premises
Hair Dryer
Iron & Board
Living Room
Television
Satellite / Cable
Lawn / Garden
Free wifi
Cleaned with disinfectant
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am","King bed
 
Single bed
 
Single bed
 
Sofa bed","£175

per night",£ GBP
2023-05-19 18:00:38,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/82f3b574-3784-4221-931e-e12858345e6c,https://53degreesproperty.bookeddirectly.com/g/chester/spacious-3-bed-house-in-chester-%257C-53-degrees-property-%257C-city-centre---sleeps-7/dcf8b6?number_of_guests=1,Spacious 3-bed house in Chester | 53 Degrees Property | City Centre - Sleeps 7,"34 St Anne Street, Chester",3 bedrooms 6 beds 7 guests 1.5 bathrooms,"34 St Anne Street presented by 53 Degrees Property! A Spacious 3-bed house located in the heart of Chester.

✓ STRINGENT DEEP CLEANING!
✓ FLEXIBLE CANCELLATION!
✓ Ideal for Large Groups
✓ Beds can be configured as you like and the house can cater to up to 7 guests
✓ FREE WIFI
✓ FREE Parking
✓ Smart TV with Netflix
✓ Weekly cleans
✓ Long Stay Discounts

We pride ourselves on a smooth check-in process. As such, constant communication with our team is available throughout your stay!

BED CONFIGURATION:
Bedroom 1: Super-king or two singles
Bedroom 2: Super-king or two singles
Bedroom 3: Super-king or two singles

KEY FEATURES
- FREE WIFI
- FREE Parking
- SMART TV in the living room
- Sofa Bed
- Long-stay discounts
- Weekly cleans available

LIVING AREAS:
The house benefits from a great living space equipped with a double sofa bed, a 50-inch SMART TV with Netflix and plenty of space to sit down and relax.

DINING AREAS:
The dining table seats up to 8 people and is ideal for a sit-down meal in the evening after a day enjoying the sites of Chester.

KITCHEN/COOKING FACILITIES:
The kitchen is equipped with all the essentials needed to cook an array of meals whilst away in Chester. There is an electric hob, oven, fridge freezer, microwave, washing machine & dryer.

BATHROOMS/TOILETS:
There is one bathroom on the property which is equipped with a toilet, sink and shower cubicle. There is also an additional toilet downstairs.

All 53 Degrees Property Short lets benefit from enhanced cleaning with spacious living areas and fully equipped kitchens. Not only this, we offer a clean workspace and free Wi-Fi for your entire stay. So if you are a key worker, Contractor or business traveller. We have the perfect environment for your stay with us.

We operate on self-check-in/out so you can come and go as you please.

Any questions or queries, the 24hr 53 Degrees Property team are always happy to help.

We want to make your stay as hassle-free as possible. We can be contacted via Airbnb or by email & phone 24/7.

Any questions or queries, we are always happy to help.

We want to make your stay as wonderful as possible. We can be contacted via Mobile, Airbnb, or by email & phone.

Travel Cot and High Chair are available upon request.

The charming Tudor-style rows of inner Chester are one part of the charismatic sphere the city creates. Cobbled streets with double-level shopping are what makes Chester so unique to the world-boasting independent boutiques, galleries and high street favourites scattered throughout. Within a matter of miles, why not take a short trip to Cheshire Oaks Designer Outlet, Liverpool or Manchester for high-end, designer finds.

Quirky and vibrant, Chester offers some of the North West’s best restaurants, independent coffee shops and bustling bars. Whether you prefer an award-winning dining experience or some tasty, homely grub; there are so many options across Chester and its suburbs to find a totally traditional or oddly offbeat menu to suit your taste!

How about joining the Cheshire elite at Britain’s oldest racecourse, the Roodee, for an unforgettable day or evening at the Races. First opening in 1539, the Roodee racecourse is a fabulous location to watch Horse racing or Polo, mingle with some famous faces and sip on some of the finest champagne at the ‘jewel of Chester’s crown.’ Races run annually from Spring-Autumn.

When getting from the property to Chester, as with any city, it’s always best to go in by foot as finding parking can always be a struggle. Luckily for you, the property is in the ideal location and parking can be found on any nearby road. Just park up at the property, leave your car there and stroll into the beautiful city that is Chester.

BED CONFIGURATION:
Bedroom 1: Super-King or 2 x singles
Bedroom 2: Super-King or 2 x singles
Bedroom 3: Super-King or 2 x singles

RULES:
*This property is not suitable for parties!

*This is a breach of house rules & will result in immediate removal from the property via security and no refund, your deposit may be used towards extra costs in removing you. This house is in a quiet area, so after 10 pm, the quiet times are to be respected.

*We have a strict NO-SMOKING indoors policy at our properties. A standard charge of £1000 will be charged to your card when we find evidence of smoking within the accommodation to cover cleaning costs and long-lasting damage on the property.

*Any loud music, parties, and smoking indoors will also result in immediate removal from the accommodation as we will be highlighted via our noise and air monitoring systems located in the property.

*For stays longer than a week, additional housekeeping can be arranged for a further fee.

We require completion of our online check-in form which includes an agreement to our T&Cs, provision of a government-issued photo ID and a card pre-authorisation of £200 for potential damage, loss or lack of adherence to our T&Cs. We will not charge an amount from the £200 unless upon checkout there is evidence of damage, loss or lack of adherence to our T&Cs.

EXTRAS:
If you require an extra night or wish to extend your booking, please contact us as soon as possible so that we can make sure the dates are available and book you in.

PARKING:
The property benefits from FREE off-road parking behind the house.","Oven
Microwave
Toaster
Dishes & Utensils
Kitchen
Pantry Items
Refrigerator
Stove
Internet
Heating
Washing Machine
Clothes Dryer
Linens Provided
Towels Provided
Parking
Free parking on premises
Free street parking
Paid parking off premises
Hair Dryer
Iron & Board
Living Room
Television
Satellite / Cable
Free wifi
Cleaned with disinfectant
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am","King bed
 
Single bed
 
Single bed
 
Single bed
 
Single bed
 
Sofa bed","£104

per night",£ GBP
2023-05-19 18:00:50,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/2ac8de21-2969-4438-a548-926daa821fe7,https://the-gem-house.bookeddirectly.com/g/canterbury-3-bed/%2528hot-tub-stay%2529-city-centre-canterbury-gem-%25F0%259F%2592%258Ewith-hot-tub-%2526-parking/50be3e?number_of_guests=1,(Hot Tub Stay) City Centre Canterbury Gem 💎with Hot Tub & Parking,"84 Saint Peter's Grove, Canterbury 3 Bed","3 bedrooms
4 beds
9 guests
2 bathrooms","Welcome to our city centre stay! Bedroom 1 - Double and single bed Bedroom 2 - Double and air bed Bedroom 3 - Double bed With unique decor and a lovely place suitable for a group of contractors or a weekend getaway! Also equipped with a hot tub for use. Located in the heart of Canterbury city centre. Canterbury City Centre Gem, is a lovely unique stay in the heart of Canterbury, located literally on the city centre, you are right in the heart of Canterbury, allowing access to all restaurants and amenities. We also have a lovely garden area for hot tub use. Small Print Please note, this is a air bnb and not a hotel. This is a lovely interior designed property but in some cases the professional photography taken may not reflect some cosmetic issues. You are staying in someone’s home, therefore you may experience small cosmetic issues, such as imperfect paintwork, small tears in furniture and other small maintenance issues. We have a weekly check on maintenance to solve issues but these can always occur. Please note this in advance of your booking. Cleanliness & maintenance is our utmost concern but if you experience any of these issues, please contact us immediately, if you wait until the end of the stay, such issues will be seen as it hasn’t been a problem during your stay as will only count towards feedback and no compensation will be given.","Kitchen
Heating
Linens Provided
Towels Provided
Free parking on premises
Iron & Board
Television
Hot Tub
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£180

per night",£ GBP
2023-05-19 18:00:56,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/f01b7fdb-f3e2-4919-9f6b-b632cd2c053c,https://53degreesproperty.bookeddirectly.com/g/chester/stylish-home-in-chester-%257C-53-degrees-property-%257C-ideal-for-groups---sleeps-6/6a4d52?number_of_guests=1,Stylish home in Chester | 53 Degrees Property | Ideal for groups - Sleeps 6,"19 Christleton Road, Chester",2 bedrooms 4 beds 6 guests 1 bathroom,"Introducing 19 Christletone Road by 53 Degrees Property! Book Now and enjoy this stylish 2-bed house located in the heart of Chester.

✓ FREE Wifi
✓ Amazing location
✓ Ideal for small groups & couples
✓ Beds can be configured to sleep up to 6 guests
✓ Smart TV with Netflix in 3 rooms!
✓ Fully equipped kitchen
✓ Parking nearby
✓ Stringent cleaning protocol

We pride ourselves on a smooth booking/check-in process. As such, Constant communication with our team is available!

BED CONFIGURATION:
Bedroom 1 is a large Super King, and Bedroom 2 is an additional Super-King. Both rooms can be reconfigured as you like, with a super-king or two comfortable singles.

KEY FEATURES
- Parking is available near by for a small fee.
- SMART TV in the living room, dining room and bedroom 1
- Stringent Deep Cleaning
- Netflix & Youtube
- Sofa Bed
- Long-stay discounts

LIVING AREAS:
The house benefits from a large living space equipped with a sofa bed, a 40-inch SMART TV with Netflix, and plenty of space to sit down and relax.

DINING AREAS:
The dining table seats up to 6 people and is ideal for a sit-down meal in the evening.

KITCHEN/COOKING FACILITIES:
The kitchen is equipped with all the essentials needed to cook an array of meals whilst away in Chester. There is an electric hob, oven, fridge/freezer, microwave & washing machine

BATHROOMS/TOILETS:
There is one bathroom on the property which is equipped with a shower cubicle, toilet, and sink located upstairs.

All 53 Degrees Property Short term lets benefit from enhanced cleaning with spacious living areas and fully equipped kitchens.

Not only this, we offer a clean workspace and FREE Wi-Fi for your entire stay. So if you are a key worker, Contractor, or business traveller. We have the perfect environment for your stay with us.

We operate on self-check-in/out so you can come and go as you please.

Any questions or queries, the 24hr 53 Degrees Property team are always happy to help.

We want to make your stay as hassle-free as possible. We can be contacted via Airbnb or by email & phone 24/7.

We operate on self-check-in/out so you can come and go as you please.

Any questions or queries, the 24hr 53 Degrees Property team are always happy to help.

We want to make your stay as hassle-free as possible. We can be contacted via Airbnb or by email & phone 24/7.

The charming Tudor-style rows of inner Chester are one part of the charismatic sphere the city creates. Cobbled streets with double-level shopping are what makes Chester so unique to the world-boasting independent boutiques, galleries, and high street favourites scattered throughout. Within a matter of miles, why not take a short trip to Cheshire Oaks Designer Outlet, Liverpool, or Manchester for high-end, designer finds?

Quirky and vibrant, Chester offers some of the North West’s best restaurants, independent coffee shops, and bustling bars. Whether you prefer an award-winning dining experience or some tasty, homely grub; there are so many options across Chester and its suburbs to find a totally traditional or oddly offbeat menu to suit your taste!

How about joining the Cheshire elite at Britain’s oldest racecourse, the Roodee, for an unforgettable day or evening at the Races? First opening in 1539, the Roodee racecourse is a fabulous location to watch Horse racing or Polo, mingle with some famous faces, and sip on some of the finest champagne at the ‘jewel of Chester’s crown.’ Races run annually from Spring-Autumn.

When getting from the property to Chester, as with any city, it’s always best to go in by foot as finding parking can always be a struggle.

Luckily for you, the property is in the ideal location and parking can be found as per the check-in instructions.

Just park up, leave your car there, and stroll into the beautiful city that is Chester. Chester also has a great taxi service if you're looking to go further afield.

BED CONFIGURATION:
Bedroom 1 is a large Super King, and Bedroom 2 is an additional Super King. Both rooms can be reconfigured as you like, with a super-king or two comfortable singles.

RULES:
*This property is not suitable for parties!

*This is a breach of house rules & will result in immediate removal from the property via security and no refund, your deposit may be used towards extra costs in removing you. This house is in a quiet area, so after 10 pm, the quiet times are to be respected.

*We have a strict NO-SMOKING indoors policy at our properties. A standard charge of £1000 will be charged to your card when we find evidence of smoking within the accommodation to cover cleaning costs and long-lasting damage on the property.

*Any loud music, parties, and smoking indoors will also result in immediate removal from the accommodation as we will be highlighted via our noise and air monitoring systems located in the property.

*For stays longer than a week, additional housekeeping can be arranged for a further fee.

We require completion of our reservation form which includes an agreement to our T&Cs, provision of a government-issued photo ID, and a card pre-authorisation of £200 for potential damage, loss or lack of adherence to our T&Cs. We will not charge an amount from the £200 unless upon checkout there is evidence of damage, loss, or lack of adherence to our T&Cs.

EXTRAS:
If you require an extra night or wish to extend your booking, please contact us as soon as possible so that we can make sure the dates are available and book you in.

Need a late check-out? Send us a message & we can arrange it for you for a small charge.

PARKING:
When staying with us, we suggest using the pay and display at the end of the road for a small fee. You can park along Sandy lane and also near the mount pub. There is also a car park less than 50 meters from the property which is 20p for 2 hours or 3 per day. Parking on Sundays is free. All the details of parking can be found in your check-in instructions.","Oven
Microwave
Toaster
Coffee Maker
Dishes & Utensils
Kitchen
Pantry Items
Refrigerator
Stove
Internet
Heating
Washing Machine
Clothes Dryer
Linens Provided
Towels Provided
Parking
Free street parking
Paid parking off premises
Hair Dryer
Iron & Board
Living Room
Television
Free wifi
Cleaned with disinfectant
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am","King bed
 
Single bed
 
Single bed
 
Sofa bed","£167

per night",£ GBP
2023-05-19 18:00:57,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/ddf63d0b-1b11-4521-bff4-de54af6423d3,https://the-gem-house.bookeddirectly.com/g/canterbury-5-bed/%2528hot-tub-stay%2529-the-spacious-gem-stay-%25F0%259F%2592%258E-with-hot-tub-%2526-parking/7cc3df?number_of_guests=1,(Hot Tub Stay) The Spacious Gem Stay 💎 With Hot Tub & Parking,"4 Otham Close, Canterbury 5 bed","5 bedrooms
7 beds
12 guests
1.5 bathrooms","Welcome to our spacious gem house with open airy style of decor. We have a hot tub in the garden to relax and have lovely stay. Perfect stay for contractors or a weekend getaway for groups. Bedroom 1 - 1 x double Beds Bedroom 2 - 1 double and 2 single bed Bedroom 3 - 1 Double and 1 single bed Bedroom 4 - 1 double bed Bedroom 5 1 double bed living room - 1 sofa bed additional air bed also Close the university of Kent and Sainsbury’s Small Print Please note, this is a air bnb and not a hotel. This is a lovely interior designed property but in some cases the professional photography taken may not reflect cosmetic issues. You are staying in someone’s home, therefore you may experience small cosmetic issues, such as imperfect paintwork, small tears in furniture and other small maintenance issues. We have a weekly check on maintenance to solve issues but these can always occur. Please note this in advance of your booking. Cleanliness & maintenance is our utmost concern but if you experience any of these issues, please contact us immediately, if you wait until the end of the stay, such issues will be seen as it hasn’t been a problem during your stay as will only count towards feedback and no compensation will be given.","Kitchen
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Hair Dryer
Television
Hot Tub
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£320

per night",£ GBP
2023-05-19 18:01:04,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/841ec784-fca4-4e04-b9ef-67c82ec3a9c8,https://the-gem-house.bookeddirectly.com/g/medway-3-bed/%2528hot-tub-stay%2529-the-medway-gem-stay-%25F0%259F%2592%258E-with-hot-tub-%2526-parking/2d1d37?number_of_guests=1,(Hot Tub Stay) The Medway Gem Stay 💎 With Hot Tub & Parking,"11 Tangmere Close, Medway 3 Bed","3 bedrooms
4 beds
8 guests
1 bathroom","Welcome to our Medway gem stay 💎. This is a very bright and airy Decor style with a lovely feel throughout the property. Bedroom 1 - 2 x single beds Bedroom 2 - 1 double bed and one sofa bed Bedroom 3 - double bed Living room - sofa bed *Please note - On same day check outs the hot tub may not be at full heat due to changing over water. Heating will be turned on but could take up to 24 hours to rise to full temperature. We also have free parking with hot tub facilities. Local to the M2 and local amenities Small Print Please note, this is a air bnb and not a hotel. This is a lovely interior designed property but in some cases the professional photography taken may not reflect cosmetic issues. You are staying in someone’s home, therefore you may experience small cosmetic issues, such as imperfect paintwork, small tears in furniture and other small maintenance issues. We have a weekly check on maintenance to solve issues but these can always occur. Please note this in advance of your booking. Cleanliness & maintenance is our utmost concern but if you experience any of these issues, please contact us immediately, if you wait until the end of the stay, such issues will be seen as it hasn’t been a problem during your stay as will only count towards feedback and no compensation will be given.","Kitchen
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Hair Dryer
Iron & Board
Television
Hot Tub
Fire extinguisher
Smoke detector","Check-in: 3pm
Check-out: 12am",,"£350

per night",£ GBP
2023-05-19 18:01:11,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/6120653c-1ca4-4e27-846b-b359c187b631,https://the-gem-house.bookeddirectly.com/g/billy-bay/%25F0%259F%2592%258E-lush-coastline-jamaica-%25F0%259F%2592%258E/b7ebd2?number_of_guests=1,💎 Lush Coastline Jamaica 💎,", Billy Bay","2 bedrooms
2 beds
4 guests
2 bathrooms","Welcome to Lush Coastline Jamaica! This unique modern villa is located on the beautiful south coast of Jamaica , a real hidden gem destination called treasure beach in a small tourist fishing village. A perfect choice for an individual looking for a vacation to soak up the sun and sand whilst beating the crowds. Great for a small group, family or couple looking for a relaxing vacation whilst still benefiting from nearby famous tourist attractions Only 13 minutes walk to the beach. The space is located in the exclusive area of Billy’s Bay treasure beach.Located in the hills whilst benefiting from those breath taking mountains and ocean views. Your own exclusive private villa with private pool. The villa also benefits from nearby local shops and a local amenities, restaurants and bars. Guest has access to their own pool, the house keeper also provides a laundry cleaning service upon request . Breakfast can also be provided upon request. Dinner can be cooked and provided upon request. Personalised private tourist tour available upon request Once arrived we want you to have a real home from home experience in your lush a coastline villa, with privacy and the highest of comfort, kick back and enjoy. We have a onsite caretaker and host that will check you in and give you all the information required to help you enjoy your stay . Our house keeper will also provide daily cleaning and tend to your needs. We respect your privacy however Staff are available upon request. We are available by the phone or via air bnb. We are located in the heart of treasure beach. A safe tranquil yet beautiful destination with so much to offer , known to steal the hearts of those that visit it. Treasure beach truly is the real Jamaica unspoilt and authentic and so rich in colour and personality. Some of the best street food cafes and restaurants you will find. nearby attractions include jack sprats beach restaurant, Jake’s bar and restaurant, pelican bar, Ys falls, lovers leap, Frenchman’s reef and bar, and the crocodile black river boat tour. Other tourist destinations to visit include busy Negril which benefits from its world famous white Sandy beaches and buzzing night life and is also only an hours drive away. Private tours available upon request We can arrange a private charter driver or tour. We can also provide information on local transport,car hire options to .we can also provide directions if you prefer to walk or bike ride. Treasure beach is a small tourist area and easy to get around on foot or bike however if you prefer the comfort of a vehicle do let us know and we can arrange a private car and driver exclusive for you and your group. Netflix is included along with Disney plus and prime at no additional cost. enjoy our pillow top deep filled mattresses. Robes are available at property for use upon request. Please be careful when entering the pool as tiles can be slippery. This property is a 2 bedroom with 2 en-suite bathrooms in addition to a outside beautiful rock shower. Please dry off before entering the house as the polished marble tiles can be slippery when wet. Internet is onsite with guest ready WiFi. Cooking facilities available for guest use. Air port pick up available upon request.",,"Check-in: 4pm
Check-out: 11am",,"$280

per night",$ USD
2023-05-19 18:01:14,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/32e4d5f9-d73a-48b2-aa25-aeeaff92e225,https://the-gem-house.bookeddirectly.com/g/canterbury-3-bed/%2528hot-tub-stay%2529%25F0%259F%2592%258E-willow-long-stay-%25F0%259F%2592%258E-drive-parking-%2526-hot-tub/340d6b?number_of_guests=1,(Hot Tub Stay)💎 Willow Long Stay 💎 Drive Parking & Hot Tub,"38 Willow Close, Canterbury 3 Bed","3 bedrooms
7 beds
10 guests
1 bathroom","Welcome to our Willow Long Stay for guests staying 14 nights or over. This property is equipped with all amenities needed for a long stay, we also have a 50 inch TV with Netflix. *Lazy Spa Hot tub has been added into the garden for a relaxing stay* We have drive parking for private parking. Additional parking for multiple cars. Located close to the university campus.","Kitchen
Pantry Items
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Iron & Board
Television
Hot Tub
Fire extinguisher
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£80

per night",£ GBP
2023-05-19 18:01:17,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/02ead124-6b8a-48ad-b82f-076d0cf4c254,https://the-gem-house.bookeddirectly.com/g/lushh-maidstone-apartments/%25F0%259F%2592%258E-the-sugar-berry-apartment-%2540-maidstone-%25F0%259F%258D%25AD/ed3732?number_of_guests=1,💎 The Sugar Berry Apartment @ Maidstone 🍭,"123 Week Street, Lushh Maidstone Apartments","1 bedroom
2 beds
4 guests
1 bathroom","They say comfort is the new trend and that’s definitely the case with our beautiful modern chic 1 bed sugar berry apartment. It comes with your very own open plan kitchen and sleek modern bathroom. In the heart of Maidstone , with trendy high street shops, great bars and restaurants to dine and indulge on your door step. Great transport links for work , great parking access and lots of local hot spots to enjoy. local attracts include Leeds castle, The museum, river tours and more.","Kitchen
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Hair Dryer
Iron & Board
Television
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£104

per night",£ GBP
2023-05-19 18:01:38,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/8fac12e4-5f86-4f4a-b2a5-838dff1c2da6,https://the-gem-house.bookeddirectly.com/g/kent/st-augustine%25E2%2580%2599s-10-bed-quirky-townhouse-%2526-hot-tub/4f0372?number_of_guests=1,St Augustine’s 10 Bed Quirky Townhouse & Hot Tub,"17 Longport, Kent","10 bedrooms
12 beds
16 guests
2 bathrooms","Welcome to our Quirky 10 Bed Townhouse in the city centre. Bedroom 1 - 1 x double bed Bedroom 2 - 1 x double bed and airbed Bedroom 3 1 x double bed and airbed Bedroom 4 - 1 x double bed Bedroom 5 - 1 x double bed Living room - 2 x sofa beds Bedroom 6 - 1 x double bed and air bed Bedroom 7 - 1 x double bed and air bed Bedroom 8 - 1 x double bed Bedroom 9 1 x double bed Bedroom 10 - 1 x double bed These are two properties next to each other designed for guests that have a large group but want a spacious stay. Themed with rooms such as zebra and Boho we designed this property to stay in Canterbury with a twist. Properties are located in the city centre close to canterbury cathedral. FOR STAYS UP TO 22 PERSONS!! The Property is two large houses situated next door to each other in the city centre for easy access. The property has two full bathrooms in each property alongside two kitchens in each property. Located very close to the city centre this property is ideal for visitors for weddings, hen does, stag does and large groups. Access via keysafe Upon request we can have a large 6 ft dining table in the garden, which can accommodate 14 persons sitting We can also have a dining table put in the lounge area which can accommodate 10 persons. Welcome to our unique yet tastefully deigned house with a touch of luxury and charm. stay in a place that truly caters to all your home comfort. this just isnt a house its an experience for you and your group to relax and enjoy. located within the wall of St Augustines heritage city walls making it a perfect location, surrounded by luscious greenery, minutes walk from cafes and restaurants, city centre and the breath-taking cathedral. Enjoy a memorable visit when you stay in this unique spacious place full of themed rooms and a lovely garden area with hot tub. Located in the city centre of Canterbury close to the Cathedral with views of the cathedral from window views. We have our living area with shower and toilet on the ground floor with also 1 bedroom located there. Our garden with hot tub is located past the kitchen area in the ground floor.","Oven
Microwave
Toaster
Coffee Maker
Dishes & Utensils
Kitchen
Refrigerator
Stove
Internet
Heating
Washing Machine
Linens Provided
Parking
Free parking on premises
Paid parking off premises
Paid parking on premises
Iron & Board
Living Room
Television
Game Room
Hot Tub
Free wifi
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£750

per night",£ GBP
